latitud,longitud,direccion,barrio,comuna,capacidad,estado
-34.614905,-58.370716,BALCARCE 605,Monserrat,1,425,Renovado 2018
-34.55226,-58.45394200000001,UGARTE1640,Belgrano,13,992,Renovado 2018
-34.609022,-58.379823,AV. DE MAYO  948,Monserrat,1,200,Renovado 2018
-34.558357,-58.43513299999999,AV. TORNQUIST6385,Palermo,14,950,Renovado 2018
-34.632298,-58.47612,AV. RIVADAVIA7927,Floresta,10,743,Renovado 2018
-34.587701,-58.438063,AV. NICETO VEGA5422,Palermo,14,950,Renovado 2018
-34.595866,-58.398577,URIBURU1073,Recoleta,2,508,Renovado 2018
-34.596613,-58.425776,AV. CORDOBA4175,Palermo,14,350,Renovado 2018
-34.586029,-58.434013,HONDURAS5450,Palermo,14,756,Renovado 2018
-34.596878000000004,-58.425077,AV. CORDOBA4119,Palermo,14,203,Renovado 2018
-34.585559,-58.436432,GORRITI5516,Palermo,14,205,Renovado 2018
-34.554512,-58.417953,AV. RAFAEL OBLIGADO4801,Palermo,14,586,Renovado 2018
-34.553124,-58.435462,FIGUEROA ALCORTA6438,Belgrano,13,562,Renovado 2018
-34.545196999999995,-58.431371,AV. RAFAEL OBLIGADO6920,Belgrano,13,394,Renovado 2018
-34.588431,-58.39239300000001,JUNIN1787,Recoleta,2,250,Renovado 2018
-34.570538,-58.398014,AV. RAFAEL OBLIGADO1221,Palermo,14,1195,Renovado 2018
-34.605027,-58.39375,RIOBAMBA 345,Balvanera,3,428,Renovado 2018
-34.612002000000004,-58.374727,PERU 342,Monserrat,1,901,Renovado 2018
-34.605531,-58.390154,SARMIENTO 1656,San Nicolas,1,1372,Renovado 2018
-34.60195,-58.371747,LAVALLE 343,San Nicolas,1,880,Renovado 2018
-34.589623,-58.388447,QUINTANA 362,Recoleta,2,220,Renovado 2018
-34.585999,-58.501884,AV. MOSCONI 2883,Villa Pueyrredon,12,1434,Renovado 2018
-34.631291,-58.47138,RIVADAVIA 7514,Flores,7,323,Renovado 2018
-34.605601,-58.391179,SARMIENTO 1728,San Nicolas,1,1076,Renovado 2018
-34.592908,-58.507925,AV SAN MARTIN 6628,Villa Devoto,11,692,Renovado 2018
-34.589074,-58.394594,J.E. URIBURU1721,Recoleta,2,588,Renovado 2018
-34.605626,-58.391469,SARMIENTO 1752,San Nicolas,1,980,Renovado 2018
-34.615568,-58.370537,BALCARCE 678,Monserrat,1,531,Renovado 2018
-34.546927000000004,-58.448436,F. ALCORTA 7536,Belgrano,13,320,Renovado 2018
-34.598835,-58.376047,AV. CÓRDOBA 634,San Nicolas,1,200,Renovado 2018
-34.630759000000005,-58.470238,AV. RIVADAVIA 7425,Flores,7,452,Renovado 2018
-34.587241,-58.438732,NICETO VEGA 5508,Palermo,14,1118,Renovado 2018
-34.605937,-58.364046,OLGA COSSETTINI751,Puerto Madero,1,446,Renovado 2018
-34.597005,-58.409546,JOSÉ A. CABRERA 3046,Recoleta,2,489,Renovado 2018
-34.582366,-58.42146700000001,BORGES 2450,Palermo,14,650,Renovado 2018
-34.631799,-58.472276,JOSÉ MARTÍ 17,Flores,7,999,Renovado 2018
-34.630957,-58.470165,AV. RIVADAVIA 7428,Flores,7,1260,Renovado 2018
-34.564971,-58.43826,OLLEROS 1775,Palermo,14,650,Renovado 2018
-34.609612,-58.40896899999999,ECUADOR 60,Balvanera,3,1540,Renovado 2018
-34.632228999999995,-58.474756000000006,RIVADAVIA 7802,Floresta,10,1872,Renovado 2018
-34.586512,-58.41629,ARAOZ 2422,Palermo,14,1030,Renovado 2018
-34.610722,-58.41535,AV. RIVADAVIA 3469,Almagro,5,1270,Renovado 2018
-34.580135,-58.450839,F. LACROZE 3453,Colegiales,13,1584,Renovado 2018
-34.604021,-58.414942,AV. CORRIENTES 3530,Almagro,5,662,Renovado 2018
-34.541746999999994,-58.473457,AV CABILDO 4665,Nu�ez,13,883,Renovado 2018
-34.594625,-58.392141,RODRIGUEZ PEÑA 1220,Recoleta,2,396,Renovado 2018
-34.624127,-58.427497,AV. LA PLATA  731,Caballito,6,1593,Renovado 2018
-34.586455,-58.439581,NICETO VEGA  5635,Palermo,14,409,Renovado 2018
-34.629105,-58.38309399999999,O`BRIEN 1232,Constitucion,1,3050,Renovado 2018
-34.598689,-58.423562,GASCON  1036,Almagro,5,2450,Renovado 2018
-34.604651000000004,-58.411863,AGÜERO445,Balvanera,3,405,Renovado 2018
-34.609365000000004,-58.393721,AV. RIVADAVIA1908,Balvanera,3,990,Renovado 2018
-34.631146,-58.471661,RIVADAVIA7523,Flores,7,216,Renovado 2018
-34.571534,-58.422813,AV. LIBERTADOR3883,Palermo,14,2258,Renovado 2018
-34.639,-58.517999,AV. RIVADAVIA10925,Liniers,9,1320,Renovado 2018
-34.601528,-58.378132,ESMERALDA 565,San Nicolas,1,300,Renovado 2018
-34.578216,-58.46155200000001,AV. ALVAREZ THOMAS1391,Villa Ortuzar,15,940,Renovado 2018
-34.588474,-58.430019,J.L. BORGES1640,Palermo,14,264,Renovado 2018
-34.588904,-58.396099,AZCUENAGA1775,Recoleta,2,254,Renovado 2018
-34.602712,-58.41223000000001,GUARDIA VIEJA3360,Balvanera,3,630,Renovado 2018
-34.644773,-58.416264,AV. SAENZ459,Nueva Pompeya,4,2346,Renovado 2018
-34.626355,-58.457034,AV. BOYACA 28,Flores,7,186,Renovado 2018
-34.586432,-58.433328,HONDURAS5339,Palermo,14,1100,Renovado 2018
-34.608307,-58.378938,AV. RIVADAVIA878,Monserrat,1,268,Renovado 2018
-34.592026000000004,-58.426477,SCALABRINI ORTIZ1425,Palermo,14,604,Renovado 2018
-34.556856,-58.448063,JURAMENTO 1531,Belgrano,13,238,Renovado 2018
-34.632989,-58.467599,AV. JUAN B. ALBERDI2829,Flores,7,504,Renovado 2018
-34.609589,-58.38004300000001,AV. HIPÓLITO YRIGOYEN968,Monserrat,1,532,Renovado 2018
-34.598615,-58.374932,AV. CÓRDOBA 543,Retiro,1,415,Renovado 2018
-34.619138,-58.375875,CHACABUCO947,San Telmo,1,1702,Renovado 2018
-34.585439,-58.415361,AV. SANTA FÉ3651,Palermo,14,576,Renovado 2018
-34.586135,-58.440041,NICETO VEGA5681,Palermo,14,333,Renovado 2018
-34.586674,-58.436153,AV. JUAN B. JUSTO 1658,Palermo,14,742,Renovado 2018
-34.598173,-58.409424,AV. CORDOBA2988,Balvanera,3,448,Renovado 2018
-34.609507,-58.379771,AV. HIPÓLITO YRIGOYEN947,Monserrat,1,400,Renovado 2018
-34.550471,-58.429764,AV. RAFAEL OBLIGADO6211,Belgrano,13,335,Renovado 2018
-34.579654,-58.423242,AV. SANTA FE 4389,Palermo,14,1685,Renovado 2018
-34.614363,-58.370741,BALCARCE 563,Monserrat,1,586,Renovado 2018
-34.552355,-58.465257,AV. CABILDO3241,Nu�ez,13,900,Renovado 2018
-34.601523,-58.379627,SUIPACHA 586,San Nicolas,1,520,Renovado 2018
-34.586684000000005,-58.435649,DARWIN 1574,Palermo,14,539,Renovado 2018
-34.614192,-58.37468199999999,PERÚ529,Monserrat,1,1950,Renovado 2018
-34.598601,-58.499948,AV. BEIRO3334,Villa Del Parque,11,480,Renovado 2018
-34.586013,-58.435428,AV. JUAN B. JUSTO 1574,Palermo,14,961,Renovado 2018
-34.590511,-58.424528,Av. SCALABRINI ORTIZ1648,Palermo,14,784,Renovado 2018
-34.581492,-58.443025,Av. DORREGO1735,Palermo,14,187,Renovado 2018
-34.587422,-58.43847099999999,AV. NICETO VEGA5452,Palermo,14,980,Renovado 2018
-34.614905,-58.370716,BALCARCE 605,Monserrat,1,425,Renovado 2018
-34.55226,-58.45394200000001,UGARTE1640,Belgrano,13,992,Renovado 2018
-34.609022,-58.379823,AV. DE MAYO  948,Monserrat,1,200,Renovado 2018
-34.558357,-58.43513299999999,AV. TORNQUIST6385,Palermo,14,950,Renovado 2018
-34.632298,-58.47612,AV. RIVADAVIA7927,Floresta,10,743,Renovado 2018
-34.587701,-58.438063,AV. NICETO VEGA5422,Palermo,14,950,Renovado 2018
-34.595866,-58.398577,URIBURU1073,Recoleta,2,508,Renovado 2018
-34.596613,-58.425776,AV. CORDOBA4175,Palermo,14,350,Renovado 2018
-34.586029,-58.434013,HONDURAS5450,Palermo,14,756,Renovado 2018
-34.596878000000004,-58.425077,AV. CORDOBA4119,Palermo,14,203,Renovado 2018
-34.585559,-58.436432,GORRITI5516,Palermo,14,205,Renovado 2018
-34.554512,-58.417953,AV. RAFAEL OBLIGADO4801,Palermo,14,586,Renovado 2018
-34.553124,-58.435462,FIGUEROA ALCORTA6438,Belgrano,13,562,Renovado 2018
-34.545196999999995,-58.431371,AV. RAFAEL OBLIGADO6920,Belgrano,13,394,Renovado 2018
-34.588431,-58.39239300000001,JUNIN1787,Recoleta,2,250,Renovado 2018
-34.570538,-58.398014,AV. RAFAEL OBLIGADO1221,Palermo,14,1195,Renovado 2018
-34.605027,-58.39375,RIOBAMBA 345,Balvanera,3,428,Renovado 2018
-34.612002000000004,-58.374727,PERU 342,Monserrat,1,901,Renovado 2018
-34.605531,-58.390154,SARMIENTO 1656,San Nicolas,1,1372,Renovado 2019
-34.60195,-58.371747,LAVALLE 343,San Nicolas,1,880,Renovado 2018
-34.589623,-58.388447,QUINTANA 362,Recoleta,2,220,Renovado 2018
-34.585999,-58.501884,AV. MOSCONI 2883,Villa Pueyrredon,12,1434,Renovado 2018
-34.631291,-58.47138,RIVADAVIA 7514,Flores,7,323,Renovado 2018
-34.605601,-58.391179,SARMIENTO 1728,San Nicolas,1,1076,Renovado 2018
-34.592908,-58.507925,AV SAN MARTIN 6628,Villa Devoto,11,692,Renovado 2018
-34.589074,-58.394594,J.E. URIBURU1721,Recoleta,2,588,Renovado 2018
-34.605626,-58.391469,SARMIENTO 1752,San Nicolas,1,980,Renovado 2018
-34.615568,-58.370537,BALCARCE 678,Monserrat,1,531,Renovado 2018
-34.546927000000004,-58.448436,F. ALCORTA 7536,Belgrano,13,320,Renovado 2018
-34.598835,-58.376047,AV. CÓRDOBA 634,San Nicolas,1,200,Renovado 2018
-34.630759000000005,-58.470238,AV. RIVADAVIA 7425,Flores,7,452,Renovado 2018
-34.587241,-58.438732,NICETO VEGA 5508,Palermo,14,1118,Renovado 2018
-34.605937,-58.364046,OLGA COSSETTINI751,Puerto Madero,1,446,Renovado 2018
-34.597005,-58.409546,JOSÉ A. CABRERA 3046,Recoleta,2,489,Renovado 2018
-34.582366,-58.42146700000001,BORGES 2450,Palermo,14,650,Renovado 2018
-34.631799,-58.472276,JOSÉ MARTÍ 17,Flores,7,999,Renovado 2018
-34.630957,-58.470165,AV. RIVADAVIA 7428,Flores,7,1260,Renovado 2018
-34.564971,-58.43826,OLLEROS 1775,Palermo,14,650,Renovado 2018
-34.609612,-58.40896899999999,ECUADOR 60,Balvanera,3,1540,Renovado 2018
-34.632228999999995,-58.474756000000006,RIVADAVIA 7802,Floresta,10,1872,Renovado 2018
-34.586512,-58.41629,ARAOZ 2422,Palermo,14,1030,Renovado 2018
-34.610722,-58.41535,AV. RIVADAVIA 3469,Almagro,5,1270,Renovado 2018
-34.580135,-58.450839,F. LACROZE 3453,Colegiales,13,1584,Renovado 2018
-34.604021,-58.414942,AV. CORRIENTES 3530,Almagro,5,662,Renovado 2018
-34.541746999999994,-58.473457,AV CABILDO 4665,Nu�ez,13,883,Renovado 2018
-34.594625,-58.392141,RODRIGUEZ PEÑA 1220,Recoleta,2,396,Renovado 2018
-34.624127,-58.427497,AV. LA PLATA  731,Caballito,6,1593,Renovado 2018
-34.586455,-58.439581,NICETO VEGA  5635,Palermo,14,409,Renovado 2018
-34.629105,-58.38309399999999,O`BRIEN 1232,Constitucion,1,3050,Renovado 2018
-34.598689,-58.423562,GASCON  1036,Almagro,5,2450,Renovado 2018
-34.604651000000004,-58.411863,AGÜERO445,Balvanera,3,405,Renovado 2018
-34.609365000000004,-58.393721,AV. RIVADAVIA1908,Balvanera,3,990,Renovado 2018
-34.631146,-58.471661,RIVADAVIA7523,Flores,7,216,Renovado 2018
-34.571534,-58.422813,AV. LIBERTADOR3883,Palermo,14,2258,Renovado 2018
-34.639,-58.517999,AV. RIVADAVIA10925,Liniers,9,1320,Renovado 2018
-34.601528,-58.378132,ESMERALDA 565,San Nicolas,1,300,Renovado 2018
-34.578216,-58.46155200000001,AV. ALVAREZ THOMAS1391,Villa Ortuzar,15,940,Renovado 2018
-34.588474,-58.430019,J.L. BORGES1640,Palermo,14,264,Renovado 2018
-34.588904,-58.396099,AZCUENAGA1775,Recoleta,2,254,Renovado 2018
-34.602712,-58.41223000000001,GUARDIA VIEJA3360,Balvanera,3,630,Renovado 2018
-34.644773,-58.416264,AV. SAENZ459,Nueva Pompeya,4,2346,Renovado 2018
-34.626355,-58.457034,AV. BOYACA 28,Flores,7,186,Renovado 2018
-34.586432,-58.433328,HONDURAS5339,Palermo,14,1100,Renovado 2018
-34.608307,-58.378938,AV. RIVADAVIA878,Monserrat,1,268,Renovado 2018
-34.592026000000004,-58.426477,SCALABRINI ORTIZ1425,Palermo,14,604,Renovado 2018
-34.556856,-58.448063,JURAMENTO 1531,Belgrano,13,238,Renovado 2018
-34.632989,-58.467599,AV. JUAN B. ALBERDI2829,Flores,7,504,Renovado 2018
-34.609589,-58.38004300000001,AV. HIPÓLITO YRIGOYEN968,Monserrat,1,532,Renovado 2018
-34.598615,-58.374932,AV. CÓRDOBA 543,Retiro,1,415,Renovado 2018
-34.619138,-58.375875,CHACABUCO947,San Telmo,1,1702,Renovado 2018
-34.585439,-58.415361,AV. SANTA FÉ3651,Palermo,14,576,Renovado 2018
-34.586135,-58.440041,NICETO VEGA5681,Palermo,14,333,Renovado 2018
-34.586674,-58.436153,AV. JUAN B. JUSTO 1658,Palermo,14,742,Renovado 2018
-34.598173,-58.409424,AV. CORDOBA2988,Balvanera,3,448,Renovado 2018
-34.609507,-58.379771,AV. HIPÓLITO YRIGOYEN947,Monserrat,1,400,Renovado 2018
-34.550471,-58.429764,AV. RAFAEL OBLIGADO6211,Belgrano,13,335,Renovado 2018
-34.579654,-58.423242,AV. SANTA FE 4389,Palermo,14,1685,Renovado 2018
-34.614363,-58.370741,BALCARCE 563,Monserrat,1,586,Renovado 2018
-34.601523,-58.379627,SUIPACHA 586,San Nicolas,1,520,Renovado 2018
-34.586684000000005,-58.435649,DARWIN 1574,Palermo,14,539,Renovado 2018
-34.614192,-58.37468199999999,PERÚ529,Monserrat,1,1950,Renovado 2018
-34.598601,-58.499948,AV. BEIRO3334,Villa Del Parque,11,480,Renovado 2018
-34.586013,-58.435428,AV. JUAN B. JUSTO 1574,Palermo,14,961,Renovado 2018
-34.590511,-58.424528,Av. SCALABRINI ORTIZ1648,Palermo,14,784,Renovado 2018
-34.581492,-58.443025,Av. DORREGO1735,Palermo,14,187,Renovado 2018
-34.587422,-58.43847099999999,AV. NICETO VEGA5452,Palermo,14,980,Renovado 2018
-34.614905,-58.370716,BALCARCE 605,Monserrat,1,425,Renovado 2019
-34.55226,-58.45394200000001,UGARTE1640,Belgrano,13,992,Renovado 2018
-34.609022,-58.379823,AV. DE MAYO  948,Monserrat,1,200,Renovado 2018
-34.558357,-58.43513299999999,AV. TORNQUIST6385,Palermo,14,950,Renovado 2018
-34.632298,-58.47612,AV. RIVADAVIA7927,Floresta,10,743,Renovado 2018
-34.587701,-58.438063,AV. NICETO VEGA5422,Palermo,14,950,Renovado 2018
-34.595866,-58.398577,URIBURU1073,Recoleta,2,508,Renovado 2018
-34.596613,-58.425776,AV. CORDOBA4175,Palermo,14,350,Renovado 2018
-34.586029,-58.434013,HONDURAS5450,Palermo,14,756,Renovado 2018
-34.596878000000004,-58.425077,AV. CORDOBA4119,Palermo,14,203,Renovado 2018
-34.585559,-58.436432,GORRITI5516,Palermo,14,205,Renovado 2018
-34.554512,-58.417953,AV. RAFAEL OBLIGADO4801,Palermo,14,586,Renovado 2018
-34.553124,-58.435462,FIGUEROA ALCORTA6438,Belgrano,13,562,Renovado 2018
-34.545196999999995,-58.431371,AV. RAFAEL OBLIGADO6920,Belgrano,13,394,Renovado 2018
-34.588431,-58.39239300000001,JUNIN1787,Recoleta,2,250,Renovado 2018
-34.570538,-58.398014,AV. RAFAEL OBLIGADO1221,Palermo,14,1195,Renovado 2018
-34.605027,-58.39375,RIOBAMBA 345,Balvanera,3,428,Renovado 2018
-34.612002000000004,-58.374727,PERU 342,Monserrat,1,901,Renovado 2018
-34.605531,-58.390154,SARMIENTO 1656,San Nicolas,1,1372,Renovado 2019
-34.60195,-58.371747,LAVALLE 343,San Nicolas,1,880,Renovado 2018
-34.589623,-58.388447,QUINTANA 362,Recoleta,2,220,Renovado 2018
-34.585999,-58.501884,AV. MOSCONI 2883,Villa Pueyrredon,12,1434,Renovado 2018
-34.631291,-58.47138,RIVADAVIA 7514,Flores,7,323,Renovado 2018
-34.605601,-58.391179,SARMIENTO 1728,San Nicolas,1,1076,Renovado 2018
-34.592908,-58.507925,AV SAN MARTIN 6628,Villa Devoto,11,692,Renovado 2018
-34.589074,-58.394594,J.E. URIBURU1721,Recoleta,2,588,Renovado 2018
-34.605626,-58.391469,SARMIENTO 1752,San Nicolas,1,980,Renovado 2018
-34.615568,-58.370537,BALCARCE 678,Monserrat,1,531,Renovado 2018
-34.546927000000004,-58.448436,F. ALCORTA 7536,Belgrano,13,320,Renovado 2018
-34.598835,-58.376047,AV. CÓRDOBA 634,San Nicolas,1,200,Renovado 2018
-34.630759000000005,-58.470238,AV. RIVADAVIA 7425,Flores,7,452,Renovado 2018
-34.587241,-58.438732,NICETO VEGA 5508,Palermo,14,1118,Renovado 2018
-34.605937,-58.364046,OLGA COSSETTINI751,Puerto Madero,1,446,Renovado 2018
-34.597005,-58.409546,JOSÉ A. CABRERA 3046,Recoleta,2,489,Renovado 2018
-34.582366,-58.42146700000001,BORGES 2450,Palermo,14,650,Renovado 2018
-34.631799,-58.472276,JOSÉ MARTÍ 17,Flores,7,999,Renovado 2018
-34.630957,-58.470165,AV. RIVADAVIA 7428,Flores,7,1260,Renovado 2018
-34.564971,-58.43826,OLLEROS 1775,Palermo,14,650,Renovado 2018
-34.609612,-58.40896899999999,ECUADOR 60,Balvanera,3,1540,Renovado 2018
-34.632228999999995,-58.474756000000006,RIVADAVIA 7802,Floresta,10,1872,Renovado 2018
-34.586512,-58.41629,ARAOZ 2422,Palermo,14,1030,Renovado 2018
-34.610722,-58.41535,AV. RIVADAVIA 3469,Almagro,5,1270,Renovado 2018
-34.580135,-58.450839,F. LACROZE 3453,Colegiales,13,1584,Renovado 2018
-34.604021,-58.414942,AV. CORRIENTES 3530,Almagro,5,662,Renovado 2018
-34.541746999999994,-58.473457,AV CABILDO 4665,Nu�ez,13,883,Renovado 2018
-34.594625,-58.392141,RODRIGUEZ PEÑA 1220,Recoleta,2,396,Renovado 2018
-34.624127,-58.427497,AV. LA PLATA  731,Caballito,6,1593,Renovado 2018
-34.586455,-58.439581,NICETO VEGA  5635,Palermo,14,409,Renovado 2018
-34.629105,-58.38309399999999,O`BRIEN 1232,Constitucion,1,3050,Renovado 2018
-34.598689,-58.423562,GASCON  1036,Almagro,5,2450,Renovado 2018
-34.604651000000004,-58.411863,AGÜERO445,Balvanera,3,405,Renovado 2018
-34.609365000000004,-58.393721,AV. RIVADAVIA1908,Balvanera,3,990,Renovado 2019
-34.631146,-58.471661,RIVADAVIA7523,Flores,7,216,Renovado 2019
-34.571534,-58.422813,AV. LIBERTADOR3883,Palermo,14,2258,Renovado 2018
-34.639,-58.517999,AV. RIVADAVIA10925,Liniers,9,1320,Renovado 2018
-34.601528,-58.378132,ESMERALDA 565,San Nicolas,1,300,Renovado 2018
-34.578216,-58.46155200000001,AV. ALVAREZ THOMAS1391,Villa Ortuzar,15,940,Renovado 2018
-34.588474,-58.430019,J.L. BORGES1640,Palermo,14,264,Renovado 2018
-34.588904,-58.396099,AZCUENAGA1775,Recoleta,2,254,Renovado 2018
-34.602712,-58.41223000000001,GUARDIA VIEJA3360,Balvanera,3,630,Renovado 2018
-34.644773,-58.416264,AV. SAENZ459,Nueva Pompeya,4,2346,Renovado 2018
-34.626355,-58.457034,AV. BOYACA 28,Flores,7,186,Renovado 2018
-34.586432,-58.433328,HONDURAS5339,Palermo,14,1100,Renovado 2018
-34.608307,-58.378938,AV. RIVADAVIA878,Monserrat,1,268,Renovado 2018
-34.592026000000004,-58.426477,SCALABRINI ORTIZ1425,Palermo,14,604,Renovado 2018
-34.556856,-58.448063,JURAMENTO 1531,Belgrano,13,238,Renovado 2018
-34.632989,-58.467599,AV. JUAN B. ALBERDI2829,Flores,7,504,Renovado 2018
-34.609589,-58.38004300000001,AV. HIPÓLITO YRIGOYEN968,Monserrat,1,532,Renovado 2018
-34.598615,-58.374932,AV. CÓRDOBA 543,Retiro,1,415,Renovado 2018
-34.619138,-58.375875,CHACABUCO947,San Telmo,1,1702,Renovado 2018
-34.585439,-58.415361,AV. SANTA FÉ3651,Palermo,14,576,Renovado 2019
-34.586135,-58.440041,NICETO VEGA5681,Palermo,14,333,Renovado 2018
-34.586674,-58.436153,AV. JUAN B. JUSTO 1658,Palermo,14,742,Renovado 2018
-34.598173,-58.409424,AV. CORDOBA2988,Balvanera,3,448,Renovado 2018
-34.609507,-58.379771,AV. HIPÓLITO YRIGOYEN947,Monserrat,1,400,Renovado 2018
-34.550471,-58.429764,AV. RAFAEL OBLIGADO6211,Belgrano,13,335,Renovado 2018
-34.579654,-58.423242,AV. SANTA FE 4389,Palermo,14,1685,Renovado 2018
-34.614363,-58.370741,BALCARCE 563,Monserrat,1,586,Renovado 2018
-34.552355,-58.465257,AV. CABILDO3241,Nu�ez,13,900,Renovado 2019
-34.601523,-58.379627,SUIPACHA 586,San Nicolas,1,520,Renovado 2018
-34.586684000000005,-58.435649,DARWIN 1574,Palermo,14,539,Renovado 2018
-34.614192,-58.37468199999999,PERÚ529,Monserrat,1,1950,Renovado 2018
-34.598601,-58.499948,AV. BEIRO3334,Villa Del Parque,11,480,Renovado 2018
-34.586013,-58.435428,AV. JUAN B. JUSTO 1574,Palermo,14,961,Renovado 2018
-34.590511,-58.424528,Av. SCALABRINI ORTIZ1648,Palermo,14,784,Renovado 2018
-34.581492,-58.443025,Av. DORREGO1735,Palermo,14,187,Renovado 2018
-34.587422,-58.43847099999999,AV. NICETO VEGA5452,Palermo,14,980,Renovado 2018
-34.614905,-58.370716,BALCARCE 605,Monserrat,1,425,Renovado 2019
-34.55226,-58.45394200000001,UGARTE1640,Belgrano,13,992,Renovado 2018
-34.609022,-58.379823,AV. DE MAYO  948,Monserrat,1,200,Renovado 2018
-34.558357,-58.43513299999999,AV. TORNQUIST6385,Palermo,14,950,Renovado 2018
-34.632298,-58.47612,AV. RIVADAVIA7927,Floresta,10,743,Renovado 2018
-34.587701,-58.438063,AV. NICETO VEGA5422,Palermo,14,950,Renovado 2018
-34.595866,-58.398577,URIBURU1073,Recoleta,2,508,Renovado 2018
-34.596613,-58.425776,AV. CORDOBA4175,Palermo,14,350,Renovado 2018
-34.586029,-58.434013,HONDURAS5450,Palermo,14,756,Renovado 2018
-34.596878000000004,-58.425077,AV. CORDOBA4119,Palermo,14,203,Renovado 2018
-34.585559,-58.436432,GORRITI5516,Palermo,14,205,Renovado 2018
-34.554512,-58.417953,AV. RAFAEL OBLIGADO4801,Palermo,14,586,Renovado 2018
-34.553124,-58.435462,FIGUEROA ALCORTA6438,Belgrano,13,562,Renovado 2018
-34.545196999999995,-58.431371,AV. RAFAEL OBLIGADO6920,Belgrano,13,394,Renovado 2018
-34.588431,-58.39239300000001,JUNIN1787,Recoleta,2,250,Renovado 2018
-34.570538,-58.398014,AV. RAFAEL OBLIGADO1221,Palermo,14,1195,Renovado 2018
-34.605027,-58.39375,RIOBAMBA 345,Balvanera,3,428,Renovado 2018
-34.612002000000004,-58.374727,PERU 342,Monserrat,1,901,Renovado 2018
-34.605531,-58.390154,SARMIENTO 1656,San Nicolas,1,1372,Renovado 2019
-34.60195,-58.371747,LAVALLE 343,San Nicolas,1,880,Renovado 2018
-34.589623,-58.388447,QUINTANA 362,Recoleta,2,220,Renovado 2018
-34.585999,-58.501884,AV. MOSCONI 2883,Villa Pueyrredon,12,1434,Renovado 2018
-34.631291,-58.47138,RIVADAVIA 7514,Flores,7,323,Renovado 2018
-34.605601,-58.391179,SARMIENTO 1728,San Nicolas,1,1076,Renovado 2018
-34.592908,-58.507925,AV SAN MARTIN 6628,Villa Devoto,11,692,Renovado 2018
-34.589074,-58.394594,J.E. URIBURU1721,Recoleta,2,588,Renovado 2018
-34.605626,-58.391469,SARMIENTO 1752,San Nicolas,1,980,Renovado 2018
-34.615568,-58.370537,BALCARCE 678,Monserrat,1,531,Renovado 2018
-34.546927000000004,-58.448436,F. ALCORTA 7536,Belgrano,13,320,Renovado 2018
-34.598835,-58.376047,AV. CÓRDOBA 634,San Nicolas,1,200,Renovado 2018
-34.630759000000005,-58.470238,AV. RIVADAVIA 7425,Flores,7,452,Renovado 2018
-34.587241,-58.438732,NICETO VEGA 5508,Palermo,14,1118,Renovado 2018
-34.605937,-58.364046,OLGA COSSETTINI751,Puerto Madero,1,446,Renovado 2018
-34.597005,-58.409546,JOSÉ A. CABRERA 3046,Recoleta,2,489,Renovado 2018
-34.582366,-58.42146700000001,BORGES 2450,Palermo,14,650,Renovado 2018
-34.631799,-58.472276,JOSÉ MARTÍ 17,Flores,7,999,Renovado 2018
-34.630957,-58.470165,AV. RIVADAVIA 7428,Flores,7,1260,Renovado 2018
-34.564971,-58.43826,OLLEROS 1775,Palermo,14,650,Renovado 2018
-34.609612,-58.40896899999999,ECUADOR 60,Balvanera,3,1540,Renovado 2018
-34.632228999999995,-58.474756000000006,RIVADAVIA 7802,Floresta,10,1872,Renovado 2018
-34.586512,-58.41629,ARAOZ 2422,Palermo,14,1030,Renovado 2018
-34.610722,-58.41535,AV. RIVADAVIA 3469,Almagro,5,1270,Renovado 2018
-34.580135,-58.450839,F. LACROZE 3453,Colegiales,13,1584,Renovado 2018
-34.604021,-58.414942,AV. CORRIENTES 3530,Almagro,5,662,Renovado 2018
-34.541746999999994,-58.473457,AV CABILDO 4665,Nu�ez,13,883,Renovado 2018
-34.594625,-58.392141,RODRIGUEZ PEÑA 1220,Recoleta,2,396,Renovado 2018
-34.624127,-58.427497,AV. LA PLATA  731,Caballito,6,1593,Renovado 2018
-34.586455,-58.439581,NICETO VEGA  5635,Palermo,14,409,Renovado 2018
-34.629105,-58.38309399999999,O`BRIEN 1232,Constitucion,1,3050,Renovado 2018
-34.598689,-58.423562,GASCON  1036,Almagro,5,2450,Renovado 2018
-34.604651000000004,-58.411863,AGÜERO445,Balvanera,3,405,Renovado 2018
-34.609365000000004,-58.393721,AV. RIVADAVIA1908,Balvanera,3,990,Renovado 2019
-34.631146,-58.471661,RIVADAVIA7523,Flores,7,216,Renovado 2019
-34.571534,-58.422813,AV. LIBERTADOR3883,Palermo,14,2258,Renovado 2018
